,ID,acceleration,sprint_speed,sho,heading_accuracy,pas,ball_control,dribbling,agility,def,composure,stamina,strength,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,jumping
844,186805,91,90,68,50,73,80,83,84,31,77,77,68,11,11,12,15,12,69
845,186581,77,76,71,72,81,85,83,75,48,80,72,69,3,3,5,5,3,83
846,186345,78,77,56,70,77,75,75,77,76,71,87,71,11,14,8,11,10,74
847,186302,73,77,73,49,76,83,80,80,50,74,77,55,10,8,9,14,9,70
848,186115,77,80,55,68,70,75,74,73,77,75,77,69,6,11,8,9,15,71
849,184134,64,64,61,70,68,72,65,71,79,76,82,81,1,1,1,1,1,74
850,183871,87,87,72,56,70,75,85,86,45,77,77,57,6,16,6,7,14,78
851,183568,54,64,29,84,48,47,35,54,80,67,63,83,8,6,14,15,9,65
852,183394,75,78,74,70,75,77,78,70,72,73,87,88,14,8,11,10,8,80
853,183332,85,87,73,44,73,82,80,87,40,77,82,52,9,8,14,12,8,70
854,183249,69,76,77,74,70,80,80,66,37,74,76,91,13,13,12,8,11,82
855,183125,64,65,81,82,65,75,65,65,35,78,77,92,10,11,16,12,15,82
856,182879,78,76,77,42,78,75,79,84,28,79,76,61,10,7,14,7,10,62
857,182862,72,74,62,62,71,75,75,76,76,76,79,68,16,8,6,10,9,75
858,182836,60,64,78,91,61,74,67,62,49,78,68,93,14,14,12,10,6,84
859,182744,78,81,67,74,70,75,73,74,76,77,82,79,15,13,13,14,16,74
860,181262,60,65,52,77,58,70,60,64,78,76,79,82,14,11,15,15,7,76
861,180826,78,78,78,76,64,80,77,77,30,72,72,72,16,10,10,9,12,83
862,180714,37,40,73,13,70,21,16,54,39,65,34,62,82,73,70,77,78,62
863,180283,61,68,74,71,81,81,75,70,63,81,71,72,14,9,7,9,10,70
864,178625,65,48,59,65,75,79,65,69,70,71,89,68,10,15,8,14,10,68
865,178322,77,78,72,63,75,76,75,74,74,79,78,66,7,16,6,12,11,75
866,178160,64,62,71,68,76,80,71,68,73,75,79,73,13,12,9,13,15,69
867,178085,60,55,72,59,82,81,78,69,65,71,46,68,11,14,7,12,14,56
868,178031,62,67,46,82,66,65,62,61,78,69,73,84,11,15,10,12,11,76
869,178007,68,55,70,67,82,82,73,69,71,81,67,74,16,7,9,8,15,74
870,177983,64,68,32,76,46,55,55,58,81,68,67,86,3,5,3,5,3,82
871,176930,65,57,66,63,78,80,72,75,74,70,86,66,2,2,2,2,2,74
872,176919,51,52,76,15,65,25,21,70,52,30,38,78,77,76,65,78,80,66
873,176619,77,83,74,86,65,75,74,75,37,78,73,76,9,14,13,14,6,91
874,175895,65,65,72,68,78,78,76,54,68,77,74,83,10,16,11,13,9,80
875,174549,77,73,70,50,78,83,83,78,56,74,69,57,11,8,5,10,11,66
876,172049,92,89,71,50,69,82,87,87,31,71,74,64,11,13,6,15,8,68
877,170815,70,68,71,62,78,79,76,74,74,81,77,69,7,6,14,16,10,71
878,170369,87,86,76,61,73,83,79,88,29,76,66,45,6,9,11,7,5,66
879,169706,61,58,62,73,75,77,75,63,76,80,84,80,13,11,16,6,6,73
880,147660,40,35,77,12,68,16,15,59,37,61,32,66,76,77,68,76,82,60
881,153296,63,66,70,71,79,83,82,77,53,79,68,76,11,7,5,9,13,71
882,124375,83,81,81,72,65,62,69,72,31,65,67,77,14,15,11,8,12,66
883,161754,64,66,63,86,67,74,66,62,77,80,77,80,14,6,8,14,16,90
884,169181,64,55,70,16,70,37,23,64,59,66,40,57,80,70,70,78,82,80
885,155887,69,68,68,64,78,79,76,69,71,79,92,79,7,14,16,16,16,49
886,164082,77,74,71,65,77,82,81,77,75,81,74,69,13,15,10,15,14,74
887,155897,64,65,78,77,71,78,79,67,37,79,66,73,12,7,5,10,12,78
888,160000,84,81,76,77,58,69,73,55,33,79,56,87,8,11,20,19,20,84
889,185090,90,91,76,68,68,75,79,83,29,77,70,65,14,14,8,12,10,71
890,195586,67,68,80,62,62,74,75,67,32,83,73,75,6,15,16,15,11,66
891,197891,80,78,76,73,67,81,80,79,30,70,64,47,11,6,9,12,9,75
892,220932,30,39,73,15,58,25,17,26,35,58,31,73,81,73,58,74,80,63
893,183556,51,65,45,84,50,41,39,52,80,75,68,78,6,5,10,8,6,73
894,200197,67,65,78,80,59,75,65,79,38,79,74,64,13,10,15,15,15,82
895,210950,87,75,72,71,71,80,83,93,39,74,77,47,13,11,8,8,8,92
896,188166,88,86,71,54,69,74,82,78,35,67,74,78,14,16,16,10,10,54
897,193290,82,86,75,66,73,77,76,85,34,77,81,77,14,13,11,7,8,84
898,231691,48,45,77,13,71,10,14,55,46,45,40,70,78,77,71,76,79,73
899,192012,63,66,45,79,62,77,67,68,78,67,68,69,8,14,12,7,8,70
900,146701,38,38,61,72,63,67,53,54,77,66,79,86,7,15,9,8,11,76
901,161805,63,63,64,68,72,74,69,70,74,76,77,77,12,11,7,15,11,70
902,205070,85,81,74,72,72,81,77,77,61,69,84,67,14,10,15,15,13,69
903,156432,55,52,77,81,69,71,70,59,48,76,65,89,1,1,1,1,1,62
904,52752,74,71,69,56,77,79,79,80,56,75,72,61,12,9,8,15,15,67
905,183569,76,78,73,74,68,83,86,76,36,72,75,77,9,9,9,16,6,64
906,202515,87,80,71,42,73,81,81,85,24,74,63,62,13,7,6,13,15,71
907,146963,69,70,50,67,66,73,64,64,75,72,64,82,8,12,11,7,11,82
908,205590,71,72,50,69,66,73,59,69,78,69,81,76,8,7,11,8,9,82
909,210455,74,79,42,62,64,72,65,75,77,68,87,69,7,10,12,10,6,79
910,181271,68,66,73,57,80,79,77,67,47,75,66,57,10,9,14,11,8,64
911,230168,41,42,75,11,74,21,9,34,42,67,29,79,77,75,74,76,76,67
912,184089,86,80,71,35,71,82,86,87,33,76,70,53,8,15,14,7,12,66
913,205850,67,67,76,82,49,74,66,65,27,73,69,85,15,6,12,14,9,82
914,230938,74,76,68,68,71,78,77,68,73,76,88,84,9,11,12,12,10,79
915,45595,36,33,38,74,52,51,41,38,80,79,34,79,3,3,3,3,3,76
916,205340,69,70,28,80,49,60,41,65,78,76,70,72,6,16,6,10,8,90
917,229148,91,91,62,60,71,75,79,83,72,69,82,67,7,11,7,9,9,59
918,109852,36,31,43,85,50,66,27,33,79,67,67,79,6,11,12,10,13,74
919,216349,78,74,64,24,77,80,81,78,28,72,60,36,15,11,11,13,10,57
920,225309,78,69,67,42,76,81,83,84,51,69,77,59,12,12,14,12,10,66
921,185373,80,78,73,66,74,79,74,74,48,72,75,68,14,7,7,15,8,62
922,139038,68,55,29,80,46,52,40,50,79,69,55,76,8,13,11,8,12,89
923,149791,65,59,69,43,77,82,82,79,40,73,62,53,13,7,16,11,16,33
924,230431,72,72,62,62,74,71,72,51,75,67,76,88,11,15,8,7,7,61
925,194079,87,86,68,62,73,76,82,89,49,73,72,61,12,12,7,10,8,72
926,198688,63,69,45,73,61,59,54,57,76,72,74,92,8,10,8,11,11,77
927,173857,45,45,76,10,64,20,16,40,45,60,38,70,77,76,64,79,78,70
928,232226,49,48,69,18,68,22,16,58,48,64,33,79,77,69,68,74,83,75
929,203299,86,83,73,70,71,79,79,80,32,73,65,72,11,14,13,12,7,74
930,172835,44,65,28,76,40,55,49,59,80,74,42,81,12,11,5,5,14,85
931,200228,34,39,33,77,48,64,34,30,78,69,75,86,12,9,8,13,8,65
932,212772,60,69,31,77,52,59,48,55,78,67,64,74,15,9,7,8,14,80
933,224293,65,66,68,61,78,76,73,68,72,72,74,70,16,12,10,8,10,74
934,210214,67,65,72,64,72,80,72,70,66,71,68,66,8,10,9,8,13,65
935,215079,70,71,63,58,75,79,69,74,70,73,78,79,10,7,16,15,14,60
936,230183,81,82,67,77,71,72,71,67,75,77,89,82,9,16,8,8,10,72
937,209960,48,44,73,10,63,14,13,62,46,27,43,64,77,73,63,80,76,72
938,160040,84,76,71,60,71,75,76,79,72,80,88,68,7,8,8,8,7,61
939,230184,88,86,58,60,68,71,76,86,71,76,82,33,13,13,16,8,9,59
940,226601,66,70,31,83,36,49,39,43,79,70,66,79,14,7,14,9,13,79
941,190761,75,73,71,58,77,83,80,74,62,78,74,65,6,11,10,6,6,58
942,144429,77,78,63,63,76,77,73,73,74,74,77,68,9,12,10,13,11,68
943,219693,72,68,44,77,54,69,59,64,76,72,64,83,7,10,14,7,11,80
944,201519,68,64,74,53,77,79,75,69,65,72,80,70,9,10,11,8,9,57
945,196143,90,86,79,51,71,76,79,82,41,74,86,81,15,11,15,14,9,77
946,200752,78,79,33,74,53,55,60,68,77,72,77,84,12,11,7,8,14,88
947,207920,83,83,53,63,65,72,64,77,73,69,88,66,12,14,8,15,11,76
948,197681,73,71,61,62,73,81,84,72,62,79,78,72,6,11,12,14,7,69
949,189234,81,79,77,52,74,76,77,74,67,67,72,67,11,7,14,11,8,72
950,204341,57,59,37,82,59,48,49,69,80,72,72,64,10,15,13,15,8,79
951,176949,64,66,71,75,77,84,85,74,44,80,52,67,9,7,12,7,6,56
952,198198,63,72,48,74,53,65,50,59,76,69,66,79,9,6,7,16,8,78
953,205878,41,43,68,12,66,29,14,55,42,55,38,67,79,68,66,77,82,74
954,175671,34,33,45,81,60,62,54,58,79,76,68,86,7,16,7,8,15,74
955,198200,65,65,56,68,66,76,66,76,76,74,83,74,8,13,11,15,15,73
956,214584,30,34,73,11,67,19,19,36,32,28,25,72,76,73,67,78,79,57
957,179768,72,70,61,69,70,74,66,73,75,73,91,74,10,15,9,16,9,81
958,181816,71,76,48,63,69,71,65,67,76,67,70,69,6,6,15,8,7,78
959,225850,69,69,35,69,51,70,60,65,78,72,65,79,7,8,14,15,9,75
960,198715,77,76,78,71,56,76,75,82,34,75,75,66,9,8,9,11,12,77
961,213051,58,61,61,57,73,76,68,67,72,77,92,73,7,15,15,12,6,70
962,214332,60,57,61,61,70,72,71,70,72,80,80,78,15,11,8,15,12,81
963,194365,76,73,74,74,69,78,77,83,47,70,79,69,10,6,14,6,6,91
964,150590,69,72,64,71,76,77,70,74,76,80,76,70,8,8,9,6,11,78
965,190014,90,84,74,58,71,76,78,82,40,73,72,65,12,13,11,10,7,77
966,198719,89,86,69,33,70,79,83,91,24,70,72,47,12,14,16,6,10,50
967,157503,68,65,56,68,68,76,74,65,74,75,68,79,8,12,15,11,12,71
968,172610,60,65,33,77,47,62,53,52,78,75,38,83,5,6,4,9,10,81
969,148803,52,57,77,78,64,75,67,54,31,83,60,79,7,12,6,9,11,77
970,200260,79,77,77,50,73,80,79,85,37,69,72,58,9,11,7,7,15,53
971,189508,55,49,69,38,79,80,77,69,43,80,71,58,8,16,8,15,8,40
972,204614,88,84,49,60,70,73,71,88,72,73,92,54,13,5,9,8,14,92
973,193862,50,50,45,78,54,61,44,37,79,72,67,91,15,13,6,11,11,34
974,179527,74,77,76,76,65,72,73,75,33,76,66,74,9,10,15,14,12,83
975,221000,86,85,74,59,72,78,79,79,62,69,86,75,7,12,11,7,10,72
976,186953,60,60,74,14,67,26,25,67,60,60,40,68,77,74,67,74,82,80
977,192073,72,76,69,64,76,79,79,79,66,72,79,70,7,8,7,7,9,65
978,154954,54,47,69,11,71,14,14,44,50,56,34,62,75,69,71,78,82,71
979,220746,87,84,69,43,73,78,80,87,32,68,66,39,9,11,8,6,6,57
980,212811,78,78,66,68,77,81,80,74,67,74,78,78,12,9,15,8,16,51
981,114764,32,33,79,13,80,15,11,28,33,52,33,83,69,79,80,85,70,47
982,179789,47,66,31,78,53,68,42,60,78,73,63,75,6,8,12,16,11,73
983,115533,42,44,80,15,61,22,16,44,43,65,43,76,76,80,61,79,73,71
984,191053,76,72,58,58,73,77,76,75,76,74,87,75,12,12,11,8,12,91
985,191565,77,76,72,70,67,80,80,80,37,77,68,64,14,9,6,6,16,78
986,192333,52,67,44,83,60,62,61,54,77,69,68,80,7,9,12,6,9,83
987,193869,53,67,40,75,62,62,51,41,77,75,71,86,9,11,6,11,14,60
988,185422,87,92,77,63,60,74,77,78,29,72,73,77,12,9,11,12,7,72
989,216655,70,73,37,74,50,62,55,62,78,67,69,78,13,8,11,12,12,71
990,210513,76,72,70,42,77,83,84,90,28,74,47,39,14,16,10,7,12,56
991,121170,34,40,81,74,70,77,72,43,42,81,48,87,16,6,6,11,9,33
992,190034,68,74,35,72,63,69,62,61,76,55,78,82,14,6,10,16,7,79
993,7763,37,30,64,39,87,84,74,44,42,86,38,58,5,4,1,5,2,33
994,219732,92,91,72,49,71,75,79,85,35,72,71,64,10,13,8,6,13,55
995,194644,83,83,61,59,69,73,69,79,75,67,79,68,6,15,16,8,8,78
996,160087,72,72,62,62,74,71,72,51,75,67,76,88,11,15,8,7,7,61
997,31831,35,37,70,62,82,81,70,53,63,75,62,78,9,10,7,15,12,76
998,204120,34,35,75,19,74,20,14,32,35,60,35,73,79,75,74,77,80,70
999,216409,85,79,69,40,71,80,83,90,17,70,69,38,11,12,6,8,11,38
1000,153177,79,75,79,56,68,87,86,87,33,72,68,62,7,16,16,6,12,69
1001,158810,52,51,69,68,74,77,72,60,74,77,65,73,11,14,6,10,5,73
1002,183130,79,79,69,42,74,77,77,79,47,72,86,62,15,9,8,15,14,62
1003,194138,90,89,76,65,62,70,72,78,29,71,79,81,11,16,11,9,14,72
1004,207707,83,78,60,58,70,76,74,75,72,71,85,67,6,11,14,13,11,73
1005,199005,53,52,74,14,90,24,13,53,52,56,34,68,76,74,90,74,78,78
1006,5213,62,68,40,76,41,55,54,54,82,76,53,77,16,7,15,9,15,78
1007,185181,35,43,78,10,77,14,13,40,39,48,34,70,76,78,77,75,78,65
1008,216158,78,84,63,68,73,76,77,76,71,72,88,77,10,8,7,5,14,82
1009,192350,92,91,66,47,72,77,80,91,34,75,75,40,16,15,7,9,7,76
1010,205408,69,69,36,76,57,65,59,61,78,74,53,79,14,9,12,6,14,78
1011,182882,65,68,58,70,70,75,70,63,74,74,84,87,11,6,7,13,7,75
1012,202851,91,87,77,61,68,83,84,82,25,73,65,52,14,15,11,12,7,41
1013,170597,50,35,77,19,69,25,13,63,42,67,42,60,77,77,69,75,77,69
1014,142950,70,61,70,55,76,77,71,73,59,71,72,74,9,10,8,8,15,62
1015,202087,53,43,66,65,81,75,64,67,73,74,79,76,15,15,14,16,8,78
1016,148839,68,69,51,63,70,71,72,69,76,74,77,70,7,10,14,9,12,78
1017,165735,52,55,77,11,72,22,18,25,54,52,40,72,75,77,72,80,75,70
1018,182888,52,53,53,77,71,71,64,61,77,71,79,81,14,8,9,13,10,68
1019,210537,90,89,71,61,74,77,77,91,31,75,82,60,16,13,12,8,6,82
1020,219754,37,41,72,16,65,22,19,37,39,25,44,73,77,72,65,77,80,51
1021,181098,65,61,51,66,75,74,67,73,76,78,76,69,10,12,10,15,9,74
1022,228717,79,77,74,74,69,77,81,78,39,76,79,55,7,15,15,8,14,78
1023,210287,77,84,73,74,61,73,74,66,41,74,68,90,12,13,13,7,8,75
1024,172143,45,55,76,60,82,82,74,72,59,68,66,55,16,16,9,12,11,70
1025,182896,76,78,59,60,71,79,77,86,71,74,86,65,11,12,11,16,8,73
1026,201073,85,82,77,69,73,78,79,80,34,72,74,57,8,10,14,11,9,66
1027,226161,57,54,48,61,72,77,68,55,71,68,77,71,13,6,6,11,15,65
1028,214132,93,91,71,49,66,73,79,93,46,74,76,69,13,6,7,10,6,89
1029,216692,48,49,72,14,75,22,17,32,49,26,25,58,76,72,75,78,80,60
1030,216437,67,71,28,77,44,52,45,46,78,68,62,83,15,11,11,10,11,71
1031,157301,83,79,77,69,70,78,82,77,34,75,72,75,16,8,12,11,15,81
1032,198006,66,73,76,65,78,78,75,67,51,78,92,70,14,15,16,6,6,49
1033,200054,67,69,59,70,75,78,74,71,75,79,77,79,9,7,7,6,7,74
1034,105846,37,39,73,11,62,18,14,40,38,65,31,69,77,73,62,77,82,73
1035,205943,67,68,64,73,56,66,59,57,79,69,69,74,7,11,10,14,13,73
1036,188536,76,74,74,57,74,76,79,77,46,76,80,65,6,16,8,7,6,34
1037,164985,67,77,78,78,71,81,79,67,27,75,69,74,9,5,13,8,12,72
1038,213114,73,77,75,68,72,76,79,75,31,72,67,63,14,7,7,7,14,72
1039,219258,52,50,42,73,46,63,54,42,77,75,84,90,15,8,11,11,10,40
1040,225402,82,85,61,64,69,75,78,84,72,74,85,67,9,10,7,8,10,80
1041,200315,90,90,70,47,70,82,82,83,28,66,75,54,15,12,9,7,13,72
1042,230524,81,81,77,77,60,73,72,79,23,78,61,72,8,9,8,8,11,56
1043,205693,74,78,75,75,55,79,72,64,35,67,72,91,6,7,14,7,6,80
1044,230269,87,74,72,45,76,76,75,86,27,84,75,57,8,15,15,13,8,58
1045,201342,52,67,33,77,62,64,65,51,77,73,69,84,11,10,14,10,11,66
1046,16254,49,39,74,12,72,29,13,38,44,53,26,71,76,74,72,76,78,69
1047,53630,59,69,61,77,67,67,65,59,72,70,87,94,6,11,6,9,15,83
1048,140415,47,46,53,41,77,81,76,76,69,84,68,55,10,16,7,7,15,70
1049,165247,35,35,73,14,90,32,29,67,35,48,25,70,75,73,90,75,77,81
1050,212096,78,72,73,47,73,85,84,83,33,72,73,64,10,12,8,8,14,52
1051,195202,74,69,71,58,77,80,75,80,60,77,81,69,14,12,7,6,7,60
1052,217731,76,75,80,62,64,81,75,85,27,65,65,68,12,16,10,6,8,72
1053,183427,76,72,69,53,73,79,83,89,68,76,88,66,10,9,14,11,6,68
1054,208004,63,68,49,73,66,71,68,67,79,74,82,78,7,10,6,9,11,72
1055,189060,69,74,51,76,61,68,62,66,78,70,73,80,10,7,11,13,8,80
1056,193158,65,68,72,65,73,82,72,72,61,74,89,69,16,8,16,9,6,70
1057,204935,48,41,76,15,85,38,14,33,44,51,44,50,77,76,85,73,82,59
1058,180359,72,68,53,66,73,77,77,73,76,68,71,57,8,8,13,8,12,44
1059,208008,78,80,79,52,74,81,83,83,39,77,70,65,13,14,8,8,8,71
1060,205705,46,62,49,73,58,65,56,48,78,69,65,79,13,14,12,10,8,71
1061,225161,69,77,41,74,56,67,56,69,79,76,66,69,10,13,15,13,6,77
1062,188041,74,77,64,51,74,77,73,75,74,80,78,64,9,13,11,12,14,56
1063,146059,58,55,45,76,64,69,49,57,76,69,78,77,10,15,14,14,7,72
1064,172684,51,65,72,15,73,16,14,64,59,48,43,63,80,72,73,76,81,82
1065,184716,65,60,63,44,73,77,75,78,70,81,86,59,10,13,12,6,8,78
1066,205966,86,75,61,44,72,84,88,86,27,69,74,50,15,11,9,15,15,37
1067,220814,66,64,42,80,53,65,46,69,78,66,59,72,10,7,8,14,10,85
1068,194958,67,70,70,50,77,78,74,71,66,78,78,76,11,8,12,11,12,72
1069,199823,66,66,69,65,78,81,75,68,73,70,76,73,8,11,6,7,10,58
1070,177553,77,74,73,42,74,80,83,84,64,72,67,54,15,10,12,11,13,69
1071,7826,66,63,79,75,77,79,81,67,33,79,61,64,9,10,5,7,8,57
1072,216466,87,86,48,52,72,77,78,78,71,72,77,64,8,12,6,14,14,68
1073,161938,62,60,76,84,64,75,69,60,33,72,67,81,7,14,6,7,14,78
1074,215699,74,77,38,55,64,72,74,78,76,70,77,67,9,11,8,15,11,62
1075,2196,20,24,80,17,53,19,12,28,22,62,28,76,72,80,53,81,77,69
1076,210324,79,79,67,40,75,77,79,79,37,68,72,56,6,6,10,10,10,61
1077,184469,67,67,72,49,74,76,72,75,67,73,77,75,7,7,11,10,8,71
1078,229270,69,70,54,72,57,75,68,70,78,68,69,75,10,6,7,15,13,79
1079,230294,84,81,76,77,58,69,73,55,33,79,56,87,8,11,20,19,20,84
1080,175254,70,74,74,75,63,77,72,61,47,70,66,90,7,13,7,8,10,75
1081,202135,76,76,67,64,73,77,76,75,74,74,89,73,15,10,5,14,11,67
1082,226456,64,58,66,41,76,78,74,75,69,68,65,64,9,11,12,7,15,54
1083,199577,51,36,41,73,65,75,56,53,78,68,66,78,15,16,11,11,7,69
1084,194201,54,69,42,73,52,66,62,53,77,69,68,90,9,5,14,6,7,54
1085,148123,34,55,47,77,63,47,50,33,78,71,55,86,11,8,8,14,8,66
1086,228251,78,75,66,71,75,77,76,68,70,79,78,70,12,7,10,13,11,67
1087,169115,66,62,37,71,55,60,54,61,79,75,68,71,14,7,12,12,12,79
1088,189595,75,75,74,60,78,80,78,81,61,74,74,68,8,15,10,9,11,62
1089,192667,72,78,47,69,63,72,68,50,78,67,84,86,12,8,9,9,14,57
1090,112542,33,34,61,82,62,49,46,63,81,77,50,80,10,6,12,16,7,54
1091,183966,63,70,53,70,68,69,59,65,78,70,66,73,15,14,15,6,15,80
1092,160161,81,81,77,77,60,73,72,79,23,78,61,72,8,9,8,8,11,56
1093,177569,79,78,74,52,77,82,80,79,50,69,69,65,10,8,12,6,10,78
1094,182945,86,85,73,66,71,77,82,84,44,76,71,55,11,12,8,10,12,68
1095,158626,71,68,65,74,73,73,72,74,77,75,70,71,8,9,7,15,10,81
1096,159906,41,42,75,11,74,21,9,34,42,67,29,79,77,75,74,76,76,67
1097,183714,64,74,78,80,54,73,63,54,30,77,68,84,8,9,15,16,8,65
1098,13732,33,34,47,83,57,59,45,42,79,82,50,83,14,5,6,15,8,80
1099,201893,58,54,66,59,75,77,72,67,72,69,75,68,10,14,9,10,9,54
1100,162981,66,65,76,63,76,77,78,76,60,74,76,61,11,6,11,16,10,51
1101,213160,74,78,56,65,71,77,79,70,75,75,90,63,10,8,13,15,9,63
1102,171688,77,73,65,71,72,72,81,67,76,77,68,64,7,13,16,15,14,77
1103,204713,86,85,73,52,73,77,79,85,42,74,66,74,8,15,14,15,14,78
1104,186537,70,68,75,79,67,72,71,66,46,77,83,77,16,14,9,16,8,83
1105,159914,81,82,67,77,71,72,71,67,75,77,89,82,9,16,8,8,10,72
1106,205995,77,81,62,67,78,80,77,74,73,74,75,75,9,14,16,7,10,77
1107,152747,84,82,64,28,71,80,82,91,38,77,70,59,14,7,7,16,11,70
1108,159915,88,86,58,60,68,71,76,86,71,76,82,33,13,13,16,8,9,59
1109,172203,32,35,78,13,69,33,20,32,34,34,29,80,74,78,69,76,80,59
1110,178091,67,77,74,84,57,75,75,57,27,71,73,93,7,7,7,5,8,76
1111,210862,54,56,32,77,46,64,41,51,78,75,60,77,16,15,8,12,6,66
1112,136113,33,41,30,77,41,61,58,29,77,66,70,89,14,10,6,7,8,76
1113,207537,87,91,60,62,68,75,77,75,72,76,78,86,8,7,14,15,9,79
1114,163761,64,64,38,78,48,65,43,62,77,72,65,84,7,9,10,15,10,80
1115,186801,71,77,65,79,61,73,68,65,77,72,92,88,15,8,9,12,9,78
1116,193714,43,62,40,80,61,63,45,58,76,71,71,78,10,14,7,14,10,90
1117,184501,72,75,69,80,67,75,60,65,78,71,85,80,12,8,9,10,11,80
1118,202935,70,70,30,75,54,64,48,68,76,67,74,70,8,13,12,12,8,91
1119,153275,50,41,72,13,66,25,13,44,45,29,24,70,78,72,66,76,82,64
1120,198076,61,64,55,75,56,51,48,65,77,75,67,89,12,8,7,8,15,80
1121,164029,65,64,78,74,55,85,74,92,34,78,64,71,8,9,16,9,11,92
1122,196801,65,67,48,74,59,69,59,66,77,75,74,79,10,14,7,11,11,75
1123,149185,68,68,56,61,71,74,58,63,74,78,72,72,8,12,7,11,5,55
1124,201922,64,71,61,77,64,62,55,62,77,65,77,82,14,14,9,13,10,85
1125,213955,83,82,75,84,64,75,74,77,40,73,65,72,6,10,14,9,15,90
1126,221125,84,79,75,72,72,75,73,83,25,66,80,72,11,14,14,14,10,67
1127,205510,87,89,72,69,74,76,73,81,55,75,89,61,15,8,7,14,8,75
1128,216774,66,66,47,78,59,68,58,41,78,70,66,76,15,10,13,8,11,75
1129,221639,80,78,79,73,56,72,71,79,36,66,73,74,12,14,6,8,15,92
1130,172233,78,78,65,58,76,78,77,84,70,77,91,69,13,11,8,9,6,90
1131,208330,82,76,66,23,75,81,84,84,21,67,55,54,15,10,11,12,7,61
1132,216266,75,79,40,72,60,67,63,66,79,74,78,78,9,15,11,6,10,76
1133,224458,83,80,74,68,67,82,84,87,46,80,78,65,7,12,15,9,11,66
1134,192202,62,63,78,58,81,80,82,69,66,75,72,69,16,16,7,13,8,58
1135,233419,88,85,71,38,70,78,82,81,30,78,74,50,8,7,13,8,14,56
1136,187084,81,85,75,84,61,70,65,74,65,73,84,80,1,1,1,1,1,92
1137,188876,64,62,57,65,81,79,73,68,69,75,77,66,13,6,10,10,10,67
1138,187598,63,54,46,76,53,62,55,65,78,70,60,71,11,12,16,16,8,76
1139,189390,66,75,59,68,71,74,73,65,76,74,79,76,12,14,7,6,10,75
1140,184271,65,67,70,77,73,75,75,68,75,77,83,79,14,10,10,12,8,69
1141,198352,55,66,40,81,56,55,49,52,80,75,65,83,7,16,8,13,14,64
1142,227536,81,86,78,79,59,62,58,67,36,67,88,89,14,7,13,11,11,74
1143,190674,68,73,64,68,75,76,75,73,74,76,80,77,8,14,15,7,10,79
1144,209620,81,83,50,67,67,77,76,77,74,69,77,71,12,11,6,11,10,76
1145,212692,83,76,70,38,75,79,82,84,30,74,66,56,11,10,12,12,11,51
1146,151508,65,63,61,53,77,77,76,77,67,84,86,67,9,7,13,9,11,82
1147,230613,73,74,50,59,73,80,76,78,69,75,84,71,11,14,5,11,11,58
1148,230360,84,76,71,60,71,75,76,79,72,80,88,68,7,8,8,8,7,61
1149,183256,75,74,71,77,77,78,79,82,65,70,75,69,10,8,13,15,11,90
1150,183512,79,77,56,72,64,74,66,73,76,75,83,77,12,13,9,8,11,85
1151,202201,69,76,59,72,64,64,60,66,78,72,72,77,13,7,16,13,7,62
1152,203485,79,77,43,74,64,69,65,75,78,73,77,77,8,14,12,11,12,86
1153,186589,50,68,59,72,73,75,67,58,74,75,77,82,5,6,6,5,5,72
1154,163806,44,43,72,9,75,21,13,50,43,48,33,62,77,72,75,78,80,64
1155,183518,72,71,74,75,69,78,76,75,35,69,81,72,14,10,15,15,6,84
1156,182495,74,74,51,76,63,64,60,79,79,76,72,74,2,3,4,2,4,91
1157,198113,61,54,71,67,74,77,74,62,78,79,86,76,6,14,16,10,14,77
1158,157665,44,45,40,85,52,63,38,49,78,71,73,82,6,10,15,7,9,69
1159,189410,69,67,54,61,75,80,71,75,70,80,90,68,7,16,14,6,16,73
1160,204259,84,84,45,62,65,74,74,78,73,75,88,62,14,7,14,15,16,82
1161,226790,72,75,60,73,65,73,63,69,78,73,88,78,13,14,7,7,13,78
1162,173030,67,74,71,66,76,80,82,81,62,74,84,69,14,14,7,16,11,61
1163,226537,68,72,78,73,56,75,68,64,26,74,76,80,13,7,11,15,16,75
1164,152554,77,81,43,70,65,76,71,77,75,73,82,66,10,11,9,11,6,70
1165,159978,87,74,72,45,76,76,75,86,27,84,75,57,8,15,15,13,8,58
1166,210411,77,75,66,56,75,81,83,90,37,80,63,53,11,12,9,10,15,57
1167,189165,61,62,73,69,79,75,74,62,60,73,77,76,14,11,15,8,16,65
1168,178415,65,64,75,70,77,72,65,63,71,72,92,75,9,16,10,7,7,72
1169,186351,70,72,75,80,72,75,78,71,70,72,90,75,9,8,14,16,14,91
1170,172018,51,68,37,76,61,61,39,58,77,73,64,85,12,9,14,14,14,76
1171,199667,66,70,49,80,61,68,63,65,76,64,72,79,9,9,13,10,7,78
1172,193011,60,53,27,74,52,68,54,56,77,70,68,82,14,12,7,14,12,73
1173,183284,67,66,56,78,67,62,62,62,75,64,73,83,6,14,15,13,11,86
1174,199158,70,68,66,53,69,75,61,71,72,83,85,74,12,13,16,16,8,71
1175,188154,74,67,68,30,78,80,78,83,55,74,86,65,12,12,8,11,9,90
1176,188155,72,75,63,70,70,76,74,71,74,66,92,75,15,10,7,11,7,71
1177,190971,75,75,63,66,70,76,77,71,73,79,82,78,9,12,15,16,8,64
