,ID,name,full_name,club,age,league,nationality,eur_value,eur_wage,eur_release_clause,overall,potential,position,preferred_foot
3326,135190,M. Liendl,Michael Liendl,FC Twente,31,Holland Eredivisie,Austria,2700000.0,8000.0,4100000.0,72,72,mid,Left
3327,189462,J. Hoilett,Junior Hoilett,Cardiff City,27,English Championship,Canada,3300000.0,21000.0,6200000.0,72,72,mid,Right
3328,160023,L. Muñezal,Leonel Muñezal,Deportes Iquique,33,Chilian Primera División,Chile,1200000.0,3000.0,1700000.0,72,72,wb,Left
3329,187415,V. Granat,Vladimir Granat,Rubin Kazan,30,Russian Premier League,Russia,2300000.0,26000.0,3500000.0,72,72,cb,Left
3330,199960,J. Paterson,Jamie Paterson,Bristol City,25,English Championship,England,3900000.0,29000.0,7700000.0,72,75,mid,Right
3331,186648,T. Kádár,Tamás Kádár,unknown,27,unknown,Hungary,0.0,0.0,,72,72,wb,Left
3332,208153,L. Veldwijk,Lars Veldwijk,FC Groningen,25,Holland Eredivisie,South Africa,3900000.0,10000.0,6100000.0,72,74,st,Right
3333,164633,T. Hoogland,Tim Hoogland,VfL Bochum,32,German 2. Bundesliga,Germany,1800000.0,13000.0,2900000.0,72,72,cb,Right
3334,230425,Rubem Esteiro,Rubem Thomas Esteiro Branco,Sport Club do Recife,29,Campeonato Brasileiro Série A,Brazil,2400000.0,12000.0,4600000.0,72,72,mid,Left
3335,240409,D. Kolovetsios,Dimitrios Kolovetsios,Panathinaikos FC,25,Greek Super League,Greece,3300000.0,1000.0,7500000.0,72,75,cb,Left
3336,175897,S. Ujkani,Samir Ujkani,Cremonese,28,Italian Serie B,Kosovo,2200000.0,3000.0,3500000.0,72,72,gk,Right
3337,183833,I. Andriatsima,Ima Faneva Andriatsima,FC Sochaux-Montbéliard,33,French Ligue 2,Madagascar,2000000.0,8000.0,3400000.0,72,72,st,Right
3338,206106,E. Şahin,Enver Cenk Şahin,FC St. Pauli,22,German 2. Bundesliga,Turkey,4200000.0,12000.0,7000000.0,72,77,mid,Left
3339,208923,I. Ghaleb,Ibrahim Ghaleb,Al Nassr,26,Saudi Professional League,Saudi Arabia,3000000.0,24000.0,5400000.0,72,73,mid,Right
3340,221467,Lee Chang Min,Chang Min Lee,Jeju United FC,23,Korean K League Classic,Korea Republic,4300000.0,5000.0,6500000.0,72,79,mid,Right
3341,228635,Borja Mayoral,Borja Mayoral Moya,Real Madrid CF,20,Spanish Primera División,Spain,5500000.0,68000.0,12400000.0,72,84,st,Right
3342,182043,Zeng Cheng,Cheng Zeng,unknown,30,unknown,China PR,0.0,0.0,,72,72,gk,Right
3343,186139,M. James,Matty James,Leicester City,25,English Premier League,England,3800000.0,39000.0,7600000.0,72,75,mid,Right
3344,186651,G. Vural,Güray Vural,Kayserispor,29,Turkish Süper Lig,Turkey,3000000.0,12000.0,6100000.0,72,72,wb,Left
3345,190747,Ortuño,Alfredo Ortuño Martínez,UD Las Palmas,26,Spanish Primera División,Spain,3900000.0,16000.0,8500000.0,72,75,st,Left
3346,143644,S. Şahin,Selçuk Şahin,Göztepe,36,Turkish Süper Lig,Turkey,425000.0,9000.0,850000.0,72,72,mid,Right
3347,224540,E. Boateng,Emmanuel Boateng,Levante UD,21,Spanish Primera División,Ghana,4700000.0,14000.0,11200000.0,72,80,st,Right
3348,166940,A. Gaţcan,Alexandru Gaţcan,FC Rostov,33,Russian Premier League,Moldova,1800000.0,23000.0,2900000.0,72,72,mid,Right
3349,207645,M. Barrow,Modou Barrow,Reading,24,English Championship,Gambia,4100000.0,23000.0,8000000.0,72,76,mid,Left
3350,230429,Timo Triano,Timoteo Samuel Triano Branco,Santos Futebol Clube,33,Campeonato Brasileiro Série A,Brazil,1300000.0,12000.0,2400000.0,72,72,mid,Right
3351,191005,A. Elmohamady,Ahmed Elmohamady,Aston Villa,29,English Championship,Egypt,2400000.0,24000.0,4500000.0,72,72,wb,Right
3352,194333,R. Gikiewicz,Rafał Gikiewicz,SC Freiburg,29,German Bundesliga,Poland,2100000.0,14000.0,3800000.0,72,72,gk,Right
3353,220702,G. Silva,Gastón Silva,Independiente,23,Argentinian Superliga,Uruguay,3500000.0,12000.0,5600000.0,72,77,cb,Left
3354,160030,G. Naballoz,Guido Naballoz,Universidad de Chile,33,Chilian Primera División,Chile,1200000.0,9000.0,1700000.0,72,72,wb,Left
3355,190494,D. Opare,Daniel Opare,FC Augsburg,26,German Bundesliga,Ghana,3200000.0,16000.0,5600000.0,72,75,wb,Right
3356,194334,Daniel Ayala,Daniel Sanchez Ayala,Middlesbrough,26,English Championship,Spain,2700000.0,12000.0,5100000.0,72,72,cb,Right
3357,219167,S. Vittor,Sergio Vittor,Racing Club de Avellaneda,28,Argentinian Superliga,Argentina,2800000.0,13000.0,4500000.0,72,73,cb,Right
3358,186143,O. Norwood,Oliver Norwood,Fulham,26,English Championship,Northern Ireland,3800000.0,31000.0,,72,75,mid,Right
3359,194847,Ryan Mendes,Ryan Isaac Mendes da Graça,Kayserispor,27,Turkish Süper Lig,Cape Verde,3300000.0,11000.0,6500000.0,72,72,mid,Right
3360,160032,J. Senparabia,Jeff Nazario Senparabia,Everton de Viña del Mar,25,Chilian Primera División,Chile,2700000.0,3000.0,3800000.0,72,72,wb,Left
3361,232736,Y. Kobayashi,Yuki Kobayashi,SC Heerenveen,25,Holland Eredivisie,Japan,3900000.0,8000.0,6200000.0,72,76,mid,Left
3362,189472,Aridane,Aridane Hernández Umpiérrez,CA Osasuna,28,Spanish Segunda División,Spain,2900000.0,8000.0,4900000.0,72,74,cb,Right
3363,205857,E. Mathoho,Eric Mathoho,Kaizer Chiefs,27,South African PSL,South Africa,2900000.0,1000.0,6700000.0,72,73,cb,Right
3364,209698,B. Touré,Birama Touré,AJ Auxerre,25,French Ligue 2,Mali,3400000.0,6000.0,6200000.0,72,76,mid,Right
3365,230434,Pimentiscinho,Miguel Edson Pimenta Baia,Botafogo de Futebol e Regatas,29,Campeonato Brasileiro Série A,Brazil,2400000.0,13000.0,4600000.0,72,72,mid,Left
3366,53027,A. Yahia,Alaeddine Yahia,AS Nancy Lorraine,35,French Ligue 2,Tunisia,725000.0,4000.0,1300000.0,72,72,cb,Right
3367,194083,Marco Paixão,Marco Filipe Lopes Paixão,Lechia Gdańsk,32,Polish Ekstraklasa,Portugal,2500000.0,8000.0,3500000.0,72,72,st,Right
3368,223524,E. Goldaniga,Edoardo Goldaniga,Sassuolo,23,Italian Serie A,Italy,3700000.0,26000.0,7100000.0,72,79,cb,Right
3369,150565,H. Bedimo,Henri Bedimo,Olympique de Marseille,33,French Ligue 1,Cameroon,1200000.0,18000.0,2300000.0,72,72,wb,Left
3370,222501,T. Castagne,Timothy Castagne,Atalanta,21,Italian Serie A,Belgium,3700000.0,13000.0,7100000.0,72,79,wb,Right
3371,182053,K. Vassiljev,Konstantin Vassiljev,Piast Gliwice,32,Polish Ekstraklasa,Estonia,2400000.0,7000.0,3300000.0,72,72,f_mid,Right
3372,216102,André Claro,André Filipe Claro de Jesus,Estoril Praia,26,Portuguese Primeira Liga,Portugal,3800000.0,8000.0,8300000.0,72,74,wing,Right
3373,240166,N. Mihajlović,Nemanja Mihajlović,SC Heerenveen,21,Holland Eredivisie,Serbia,4400000.0,7000.0,7500000.0,72,79,wing,Right
3374,184614,M. Kramer,Michiel Kramer,Feyenoord,28,Holland Eredivisie,Netherlands,3200000.0,13000.0,4500000.0,72,72,st,Right
3375,157479,Pedro López,Pedro López Muñoz,Levante UD,33,Spanish Primera División,Spain,1200000.0,15000.0,2600000.0,72,72,wb,Right
3376,199464,L. Rose,Lindsay Rose,FC Lorient,25,French Ligue 2,France,3400000.0,6000.0,6300000.0,72,76,cb,Right
3377,183336,P. Helland,Pål André Helland,Rosenborg BK,27,Norwegian Eliteserien,Norway,3300000.0,7000.0,4200000.0,72,72,wing,Left
3378,189480,J. Šural,Josef Šural,Sparta Praha,27,Czech Liga,Czech Republic,3300000.0,1000.0,7200000.0,72,72,wing,Right
3379,193064,Carlos David,Carlos David Moreno Hernández,SD Huesca,31,Spanish Segunda División,Spain,2100000.0,6000.0,3400000.0,72,72,cb,Right
3380,204841,D. Riascos,Duvier Riascos,CD Los Millionarios Bogota,31,Colombian Primera A,Colombia,2800000.0,4000.0,3900000.0,72,72,wing,Right
3381,207657,F. Barrientos,Fernando Barrientos,Club Atlético Lanús,25,Argentinian Superliga,Argentina,4100000.0,12000.0,6400000.0,72,77,mid,Right
3382,159017,K. Hämäläinen,Kasper Hämäläinen,Legia Warszawa,30,Polish Ekstraklasa,Finland,2900000.0,8000.0,4100000.0,72,72,f_mid,Right
3383,160041,J. Oyarcan,Juan Eduardo Oyarcan,CD Universidad de Concepción,33,Chilian Primera División,Chile,1200000.0,4000.0,1700000.0,72,72,wb,Right
3384,201514,E. Kachunga,Elias Kachunga,Huddersfield Town,25,English Premier League,DR Congo,3900000.0,30000.0,8100000.0,72,75,mid,Right
3385,219690,Diego Galo,Diego Fortunato dos Santos Queiroz,CD Aves,33,Portuguese Primeira Liga,Brazil,1300000.0,9000.0,2600000.0,72,72,cb,Right
3386,220715,E. Ponce,Ezequiel Ponce,LOSC Lille,20,French Ligue 1,Argentina,4700000.0,32000.0,,72,80,st,Right
3387,160043,A. Candelo,Anyelo Candelo,Deportes Iquique,25,Chilian Primera División,Chile,2700000.0,3000.0,3800000.0,72,72,wb,Right
3388,106795,G. Pegolo,Gianluca Pegolo,Sassuolo,36,Italian Serie A,Italy,425000.0,16000.0,723000.0,72,72,gk,Left
3389,234028,Rômulo Calsede,Rômulo Roberto Calsede Caiado,Clube Atlético Mineiro,29,Campeonato Brasileiro Série A,Brazil,3100000.0,26000.0,5900000.0,72,72,st,Left
3390,160045,S. Ricuelme,Salvador Ricuelme,CD Huachipato,33,Chilian Primera División,Chile,1200000.0,6000.0,1700000.0,72,72,wb,Right
3391,227886,D. Buitrago,Daniel Buitrago,Independiente Santa Fe,26,Colombian Primera A,Colombia,3900000.0,4000.0,5700000.0,72,75,f_mid,Left
3392,52270,H. Westermann,Heiko Westermann,FK Austria Wien,33,Austrian Bundesliga,Germany,1300000.0,15000.0,1800000.0,72,72,cb,Left
3393,209711,R. Thelander,Rasmus Thelander,FC Zürich,25,Swiss Super League,Denmark,2800000.0,10000.0,4000000.0,72,72,cb,Right
3394,156975,C. Berra,Christophe Berra,Heart of Midlothian,32,Scottish Premiership,Scotland,1800000.0,6000.0,3100000.0,72,72,cb,Left
3395,151856,P. Utaka,Peter Utaka,F.C. Tokyo,33,Japanese J1 League,Nigeria,2000000.0,11000.0,,72,72,st,Right
3396,230448,Porphirinho,R. Nicholas Porfírio Jardim,Coritiba Foot Ball Club,29,Campeonato Brasileiro Série A,Brazil,2400000.0,15000.0,4600000.0,72,72,mid,Right
3397,184624,J. Rhodes,Jordan Rhodes,Sheffield Wednesday,27,English Championship,Scotland,3300000.0,40000.0,6300000.0,72,72,st,Right
3398,199729,D. Royer,Daniel Royer,New York Red Bulls,27,USA Major League Soccer,Austria,3300000.0,7000.0,4900000.0,72,72,mid,Right
3399,204337,G. Núñez,Gervasio Núñez,Atlético Tucumán,29,Argentinian Superliga,Argentina,3000000.0,9000.0,4600000.0,72,72,mid,Left
3400,219953,Embarba,Adrián Embarba Blazquez,Rayo Vallecano,25,Spanish Segunda División,Spain,3900000.0,8000.0,6500000.0,72,75,mid,Right
3401,222513,R. Aarons,Rolando Aarons,Newcastle United,21,English Premier League,England,4400000.0,32000.0,9300000.0,72,79,mid,Left
3402,226865,Bruno Santos,Bruno Araújo dos Santos,FC Paços de Ferreira,24,Portuguese Primeira Liga,Brazil,3500000.0,6000.0,7500000.0,72,77,wb,Right
3403,190769,E. Lamanna,Eugenio Lamanna,Genoa,27,Italian Serie A,Italy,2500000.0,16000.0,4500000.0,72,74,gk,Right
3404,139058,O. Pérez,Omar Pérez,Independiente Santa Fe,36,Colombian Primera A,Argentina,1000000.0,3000.0,1500000.0,72,72,f_mid,Right
3405,211506,J. Swift,John Swift,Reading,22,English Championship,England,4200000.0,21000.0,8800000.0,72,78,mid,Right
3406,160050,F. Iturrado,Flavio Iturrado,CD Huachipato,29,Chilian Primera División,Chile,2400000.0,6000.0,3400000.0,72,72,cb,Right
3407,227890,Nuno Santos,Nuno Miguel Gomes dos Santos,Rio Ave FC,22,Portuguese Primeira Liga,Portugal,4400000.0,7000.0,10000000.0,72,79,wing,Left
3408,185394,V. Forren,Vegard Forren,Molde FK,29,Norwegian Eliteserien,Norway,2400000.0,6000.0,3000000.0,72,72,cb,Left
3409,189490,M. Boland,Mirko Boland,Eintracht Braunschweig,30,German 2. Bundesliga,Germany,2900000.0,17000.0,4600000.0,72,72,mid,Left
3410,202035,N. Benezet,Nicolas Benezet,En Avant de Guingamp,26,French Ligue 1,France,3700000.0,17000.0,7600000.0,72,73,mid,Right
3411,202547,J. Bahebeck,Jean-Christophe Bahebeck,FC Utrecht,24,Holland Eredivisie,France,4000000.0,42000.0,,72,75,wing,Right
3412,152883,C. Marshall,Chad Marshall,Seattle Sounders FC,32,USA Major League Soccer,United States,1800000.0,6000.0,2700000.0,72,72,cb,Left
3413,189235,J. Hegeler,Jens Hegeler,Bristol City,29,English Championship,Germany,2400000.0,29000.0,4600000.0,72,72,cb,Right
3414,146996,Rubén,Rubén Martínez Andrade,RC Deportivo de La Coruña,33,Spanish Primera División,Spain,1600000.0,12000.0,3300000.0,72,72,gk,Right
3415,159284,R. Palladino,Raffaele Palladino,Genoa,33,Italian Serie A,Italy,1900000.0,23000.0,3200000.0,72,72,wing,Right
3416,230452,Alessinito,Alessandro Nuno Vaz Laranjeiras,Grêmio Foot-Ball Porto Alegrense,33,Campeonato Brasileiro Série A,Brazil,1300000.0,15000.0,2400000.0,72,72,wb,Right
3417,190516,Y. El Ghanassy,Yassine El Ghanassy,FC Nantes,26,French Ligue 1,Belgium,3300000.0,17000.0,6700000.0,72,72,mid,Right
3418,193844,Portillo,Francisco Portillo Soler,Getafe CF,27,Spanish Primera División,Spain,3600000.0,16000.0,8100000.0,72,73,mid,Right
3419,224309,Joan Jordán,Joan Jordán Moreno,SD Eibar,22,Spanish Primera División,Spain,4100000.0,12000.0,8900000.0,72,77,mid,Right
3420,179509,T. Phibel,Thomas Phibel,FC Anzhi Makhachkala,31,Russian Premier League,France,2100000.0,15000.0,3400000.0,72,72,cb,Right
3421,160054,E. Cubildas,Eladio Cubildas,Audax Italiano,33,Chilian Primera División,Chile,1300000.0,4000.0,1800000.0,72,72,cb,Right
3422,231478,L. Martínez,Lautaro Martínez,Racing Club de Avellaneda,19,Argentinian Superliga,Argentina,6500000.0,9000.0,13800000.0,72,88,st,Right
3423,200759,J. Schlupp,Jeffrey Schlupp,Crystal Palace,24,English Premier League,Ghana,3400000.0,27000.0,6600000.0,72,76,wb,Left
3424,223543,Jonathan Cafú,Jonathan Renato Barbosa,Girondins de Bordeaux,25,French Ligue 1,Brazil,3700000.0,28000.0,7300000.0,72,73,wing,Right
3425,160055,R. Latorres,Raimundo Latorres,Club de Deportes Temuco,25,Chilian Primera División,Chile,2800000.0,3000.0,3700000.0,72,72,cb,Right
3426,227127,Álex Remiro,Alejandro Remiro Gargallo,SD Huesca,22,Spanish Segunda División,Spain,3800000.0,10000.0,,72,82,gk,Right
3427,171831,M. Mancienne,Michael Mancienne,Nottingham Forest,29,English Championship,England,2400000.0,20000.0,4600000.0,72,72,cb,Right
3428,226616,J. Galván,Jonathan Galván,Colon de Santa Fe,25,Argentinian Superliga,Argentina,3600000.0,8000.0,6100000.0,72,78,cb,Right
3429,201529,M. Capuano,Marco Capuano,Cagliari,25,Italian Serie A,Italy,3400000.0,28000.0,6300000.0,72,76,cb,Left
3430,206649,A. Henríquez,Alexis Henríquez,Atletico Nacional Medellin,34,Colombian Primera A,Colombia,950000.0,4000.0,1300000.0,72,72,cb,Left
3431,211513,T. Lawrence,Tom Lawrence,Derby County,23,English Championship,Wales,4300000.0,32000.0,9000000.0,72,78,mid,Right
3432,158777,P. Tschauner,Philipp Tschauner,Hannover 96,31,German Bundesliga,Germany,1900000.0,19000.0,3400000.0,72,72,gk,Right
3433,187705,E. Hernández,Edwin Hernández,Guadalajara,30,Mexican Liga MX,Mexico,2200000.0,32000.0,3800000.0,72,72,wb,Left
3434,193081,M. Saunier,Matthieu Saunier,Granada CF,27,Spanish Segunda División,France,2900000.0,7000.0,4900000.0,72,73,cb,Right
3435,191547,S. Koroki,Shinzo Koroki,Urawa Red Diamonds,30,Japanese J1 League,Japan,3000000.0,11000.0,3800000.0,72,72,st,Right
3436,199228,Pires,Jorge Costa Pires,Portimonense SC,36,Portuguese Primeira Liga,Portugal,1100000.0,6000.0,2300000.0,72,72,st,Right
3437,139836,C. Medjani,Carl Medjani,Medicana Sivasspor,32,Turkish Süper Lig,Algeria,1800000.0,10000.0,3600000.0,72,72,cb,Right
3438,211260,M. Makola,Mpho Makola,Orlando Pirates,31,South African PSL,South Africa,2700000.0,1000.0,5900000.0,72,72,mid,Right
3439,175932,R. De Laet,Ritchie De Laet,Aston Villa,28,English Championship,Belgium,2500000.0,24000.0,4700000.0,72,72,wb,Right
3440,216381,J. Zimmer,Jean Zimmer,Fortuna Düsseldorf,23,German 2. Bundesliga,Germany,3400000.0,14000.0,,72,76,wb,Right
3441,160061,N. Aguileda,Nery Aguileda,San Luis de Quillota,29,Chilian Primera División,Chile,2400000.0,4000.0,3300000.0,72,72,cb,Right
3442,226877,Ivo Rodrigues,Ivo Tiago Santos Rodrigues,Royal Antwerp FC,22,Belgian First Division A,Portugal,4300000.0,8000.0,,72,78,mid,Right
3443,230461,Leordinho Paes,Manuel Leonardo Conceição Paes,Grêmio Foot-Ball Porto Alegrense,29,Campeonato Brasileiro Série A,Brazil,3000000.0,17000.0,5800000.0,72,72,mid,Left
3444,215358,M. Meli,Marcelo Meli,Racing Club de Avellaneda,25,Argentinian Superliga,Argentina,3900000.0,13000.0,6200000.0,72,76,mid,Right
3445,226110,N. Pépé,Nicolas Pépé,LOSC Lille,22,French Ligue 1,Ivory Coast,4600000.0,26000.0,10100000.0,72,80,wing,Left
3446,215615,Maikel Mesa,Maikel Mesa Piñero,Gimnàstic de Tarragona,26,Spanish Segunda División,Spain,3700000.0,8000.0,6200000.0,72,74,mid,Right
3447,160063,A. Perosas,Andres Perosas,Deportes Iquique,29,Chilian Primera División,Chile,2400000.0,3000.0,3400000.0,72,72,cb,Right
3448,186687,G. Kačar,Gojko Kačar,FC Augsburg,30,German Bundesliga,Serbia,2300000.0,16000.0,3900000.0,72,72,cb,Right
3449,208960,H. Henao,Harrison Henao,CD Once Caldas Manizales,30,Colombian Primera A,Colombia,2300000.0,2000.0,3100000.0,72,72,mid,Right
3450,234816,N. Gorosito,Nicolás Gorosito,Getafe CF,28,Spanish Primera División,Argentina,2800000.0,15000.0,6400000.0,72,73,cb,Right
3451,188992,M. Estigarribia,Marcelo Estigarribia,Colon de Santa Fe,29,Argentinian Superliga,Paraguay,3000000.0,10000.0,4600000.0,72,72,mid,Left
3452,209473,N. Ghilas,Nabil Ghilas,Göztepe,27,Turkish Süper Lig,Algeria,3300000.0,14000.0,6600000.0,72,72,st,Right
3453,149825,D. Murphy,Daryl Murphy,Nottingham Forest,34,English Championship,Republic of Ireland,1600000.0,22000.0,3100000.0,72,72,st,Left
3454,231745,L. Dimata,Landry Dimata,VfL Wolfsburg,19,German Bundesliga,Belgium,5500000.0,24000.0,10500000.0,72,84,st,Right
3455,202050,T. Bruns,Thomas Bruns,Vitesse,25,Holland Eredivisie,Netherlands,3800000.0,9000.0,6100000.0,72,75,mid,Right
3456,205122,Adriano Facchini,Adriano Facchini,CD Aves,34,Portuguese Primeira Liga,Brazil,1300000.0,7000.0,2600000.0,72,72,gk,Right
3457,209218,J. Al Hussien,Jehad Al Hussien,Al Taawoun,34,Saudi Professional League,Syria,1600000.0,16000.0,2600000.0,72,72,mid,Right
3458,211522,A. Callens,Alexander Callens,New York City Football Club,25,USA Major League Soccer,Peru,3600000.0,6000.0,6100000.0,72,78,cb,Left
3459,226626,Ricardo Valente,Ricardo Jorge Oliveira Valente,CS Marítimo,26,Portuguese Primeira Liga,Portugal,3700000.0,8000.0,7900000.0,72,73,wing,Right
3460,147779,V. Bystrov,Vladimir Bystrov,FC Tosno,33,Russian Premier League,Russia,1900000.0,17000.0,2900000.0,72,72,mid,Right
3461,226627,T. Minamino,Takumi Minamino,FC Red Bull Salzburg,22,Austrian Bundesliga,Japan,4400000.0,21000.0,7500000.0,72,79,wing,Right
3462,230211,Vanderlei Cõembra,Vanderlei Tiago Cõembra Laforte,Sociedade Esportiva Palmeiras,33,Campeonato Brasileiro Série A,Brazil,1300000.0,21000.0,2400000.0,72,72,cb,Right
3463,193091,B. Nuytinck,Bram Nuytinck,Udinese,27,Italian Serie A,Netherlands,2900000.0,17000.0,5500000.0,72,73,cb,Left
3464,235844,E. Álvarez,Edson Álvarez,Club América,19,Mexican Liga MX,Mexico,3500000.0,17000.0,6700000.0,72,78,cb,Right
3465,201285,C. Gytkjær,Christian Gytkjær,Lech Poznań,27,Polish Ekstraklasa,Denmark,3600000.0,9000.0,5400000.0,72,73,st,Right
3466,199238,Yun Young Sun,Young Sun Yun,Sangju Sangmu FC,28,Korean K League Classic,Korea Republic,2500000.0,4000.0,3100000.0,72,72,cb,Right
3467,213063,Róber,Roberto Suárez Pier,Levante UD,22,Spanish Primera División,Spain,4200000.0,13000.0,,72,81,cb,Right
3468,155463,V. Găman,Valerică Găman,Kardemir Karabükspor,28,Turkish Süper Lig,Romania,2500000.0,11000.0,5000000.0,72,72,cb,Right
3469,160071,M. Arguinarena,M. Vanderlei Arguinarena,Unión Española,29,Chilian Primera División,Chile,2400000.0,4000.0,3400000.0,72,72,cb,Right
3470,165191,C. Jerome,Cameron Jerome,Norwich City,30,English Championship,England,3000000.0,27000.0,5700000.0,72,72,st,Right
3471,223816,J. Rodríguez,Jonathan Rodríguez,Santos Laguna,23,Mexican Liga MX,Uruguay,4300000.0,15000.0,8200000.0,72,78,wing,Right
3472,226376,A. Romero Gamarra,Alejandro Romero Gamarra,Club Atlético Huracán,22,Argentinian Superliga,Argentina,5000000.0,9000.0,8500000.0,72,82,mid,Left
3473,213321,T. Jurić,Tomi Jurić,FC Luzern,25,Swiss Super League,Australia,4000000.0,9000.0,6100000.0,72,75,st,Right
3474,239433,N. Maksimović,Nemanja Maksimović,Valencia CF,22,Spanish Primera División,Serbia,4900000.0,17000.0,11300000.0,72,82,mid,Right
3475,45129,D. Cacia,Daniele Cacia,Cesena,33,Italian Serie B,Italy,2000000.0,4000.0,3000000.0,72,72,st,Right
3476,201290,R. Žulj,Robert Žulj,TSG 1899 Hoffenheim,25,German Bundesliga,Austria,4000000.0,24000.0,7000000.0,72,75,f_mid,Right
3477,209738,A. Cadavid,Andrés Cadavid,CD Los Millionarios Bogota,31,Colombian Primera A,Colombia,2100000.0,4000.0,2900000.0,72,72,cb,Left
3478,223818,João Afonso,João Ricardo da Silva Afonso,Córdoba CF,27,Spanish Segunda División,Portugal,2900000.0,7000.0,,72,73,cb,Right
3479,162890,J. Spector,Jonathan Spector,Orlando City Soccer Club,31,USA Major League Soccer,United States,2100000.0,6000.0,3100000.0,72,72,cb,Right
3480,231242,A. Ounas,Adam Ounas,Napoli,20,Italian Serie A,Algeria,5000000.0,32000.0,9500000.0,72,82,mid,Left
3481,170570,S. Ireland,Stephen Ireland,Stoke City,30,English Premier League,Republic of Ireland,2900000.0,41000.0,5600000.0,72,72,mid,Right
3482,230219,Estevão Candeira,Estevão Danilo Candeira Inácio,Associação Atlética Ponte Preta,25,Campeonato Brasileiro Série A,Brazil,2800000.0,11000.0,5200000.0,72,72,cb,Left
3483,153164,A. Faurlín,Alejandro Faurlín,Cruz Azul,30,Mexican Liga MX,Argentina,2300000.0,19000.0,3900000.0,72,72,mid,Left
3484,158540,C. Campestrini,Cristian Campestrini,Chacarita Juniors,37,Argentinian Superliga,Argentina,210000.0,5000.0,305000.0,72,72,gk,Right
3485,186444,H. Harbaoui,Hamdi Harbaoui,RSC Anderlecht,32,Belgian First Division A,Tunisia,2500000.0,17000.0,3500000.0,72,72,st,Right
3486,139597,Javi Guerra,Javier Guerra Rodríguez,Rayo Vallecano,35,Spanish Segunda División,Spain,1400000.0,7000.0,2300000.0,72,72,st,Right
3487,223053,A. Mena,Ángel Mena,Cruz Azul,29,Mexican Liga MX,Ecuador,3000000.0,23000.0,5200000.0,72,72,mid,Right
3488,224077,Luís Aurélio,Luís Miguel Coimbra Aurélio,CD Feirense,28,Portuguese Primeira Liga,Portugal,3100000.0,8000.0,6600000.0,72,72,mid,Right
3489,226637,Rubén Duarte,Rubén Duarte Sánchez,Deportivo Alavés,21,Spanish Primera División,Spain,3600000.0,12000.0,8300000.0,72,78,wb,Left
3490,176717,P. Karlsson,Per Karlsson,AIK Solna,31,Swedish Allsvenskan,Sweden,2100000.0,7000.0,2600000.0,72,72,cb,Right
3491,230478,Jairinhazo,Jairo Ralph Resende dos Santos,Grêmio Foot-Ball Porto Alegrense,29,Campeonato Brasileiro Série A,Brazil,3000000.0,17000.0,5800000.0,72,72,mid,Right
3492,198479,P. Arajuuri,Paulus Arajuuri,Brøndby IF,29,Danish Superliga,Finland,2400000.0,14000.0,3100000.0,72,72,cb,Right
3493,199247,Álex Fernández,Alejandro Fernández Iglesias,Cádiz C.F.,24,Spanish Segunda División,Spain,3500000.0,5000.0,5900000.0,72,77,mid,Right
3494,224591,Y. Bodiger,Yann Bodiger,Toulouse FC,22,French Ligue 1,France,4400000.0,16000.0,9600000.0,72,82,mid,Left
3495,230479,Jessé Ledeiro,Jessé Martin Ledeiro Serra,Fluminense Football Club,29,Campeonato Brasileiro Série A,Brazil,3000000.0,26000.0,5800000.0,72,72,f_mid,Right
3496,189775,Gonçalo,Gonçalo José Gonçalves Santos,CD Aves,30,Portuguese Primeira Liga,Portugal,2300000.0,9000.0,4800000.0,72,72,mid,Right
3497,191055,Dídac Vilà,Dídac Vilà Roselló,RCD Espanyol,28,Spanish Primera División,Spain,2500000.0,18000.0,5200000.0,72,72,wb,Left
3498,199504,T. Xhaka,Taulant Xhaka,FC Basel,26,Swiss Super League,Albania,3100000.0,23000.0,4900000.0,72,74,mid,Right
3499,210000,M. Gajos,Maciej Gajos,Lech Poznań,26,Polish Ekstraklasa,Poland,3800000.0,8000.0,5600000.0,72,75,mid,Right
3500,155984,Markel Bergara,Markel Bergara Larrañaga,Getafe CF,31,Spanish Primera División,Spain,2700000.0,19000.0,,72,72,mid,Right
3501,236112,Douglas Armeira,Douglas Arthur Armeira Bahia,Coritiba Foot Ball Club,25,Campeonato Brasileiro Série A,Brazil,2700000.0,14000.0,5100000.0,72,72,wb,Right
3502,199761,M. Kamiński,Marcin Kamiński,VfB Stuttgart,25,German Bundesliga,Poland,3300000.0,15000.0,6100000.0,72,75,cb,Left
3503,160081,J. Rozalas,Jordano Rozalas,CD Universidad de Concepción,33,Chilian Primera División,Chile,1300000.0,4000.0,1800000.0,72,72,mid,Right
3504,226385,C. Espinoza,Cristian Espinoza,Boca Juniors,22,Argentinian Superliga,Argentina,5000000.0,18000.0,,72,82,mid,Right
3505,184401,Paulo Henrique,Paulo Henrique Carneiro Filho,Akhisar Belediyespor,28,Turkish Süper Lig,Brazil,3200000.0,15000.0,6400000.0,72,72,wing,Right
3506,234578,L. Reyes,Luis Reyes,Club Atlas,26,Mexican Liga MX,Mexico,3200000.0,14000.0,5600000.0,72,75,wb,Left
3507,172882,P. Kone,Panagiotis Kone,AEK Athens,29,Greek Super League,Greece,3000000.0,1000.0,6700000.0,72,72,mid,Right
